,Headlines,Date,level_0,index,Close,High,Low,Open,Volume
1837,"A QAnon Supporter Is Headed to Congress ; ‘This Is Our Moment’: Cori Bush Is Elected to Congress in Missouri ; 5 Art Accounts to Follow on Instagram Now ; Torres and Jones Win and Will Become 1st Gay Black Members of Congress ; Two New York progressives have become the first openly gay Black people elected to Congress. ; Twitter and Facebook worked to crack down on election disinformation, but challenges loom. ; Jahana Hayes, Connecticut’s 1st Black Congresswoman, Wins 2nd Term ; In Ascendant Night for Congressional Republicans, Women Led the Way",2020-11-04,2607,2607,140.32666015625,145.13333129882812,139.03334045410156,143.5399932861328,96429300
1838,"Ready for Drama (and Meta-Drama)? Start With These Two Masters ; On Election Day, Facebook and Twitter Did Better by Making Their Products Worse ; The Rise and Fall of the ‘Stop the Steal’ Facebook Group ; Facebook, Alarmed by Discord Over Vote Count, Is Said to Be Taking Action ; A Groundbreaking Election for Women in Congress? Kind Of",2020-11-05,2608,2608,146.02999877929688,146.6666717529297,141.3333282470703,142.76666259765625,85243500
1839,"Peru President Is Impeached by Congress ; Facebook Removes Pages Linked to Bannon for Pushing Misinformation ; The Human Ingenuity That Gave Us Nice Threads ; Amazon Charged With Antitrust Violations by European Regulators ; Weekly News Quiz for Students: Historic Election, Congress, Alex Trebek ; Administration Proposes Arms Deal for U.A.E., but Some in Congress Already Object",2020-11-10,2611,2611,136.7866668701172,140.02999877929688,132.00999450683594,140.02999877929688,90852600
1840,"Tweets from Biden aide show campaign’s frustration with Facebook. ; Fact-Checked on Facebook and Twitter, Conservatives Switch Their Apps ; Facebook plans to continue a ban on political ads for another month. ; These Microbes May Help Future Martians and Moon People Mine Metals",2020-11-11,2612,2612,139.0433349609375,139.56666564941406,136.86000061035156,138.81666564941406,52073100
1841,"‘Hipster Antitrust’ Comes for Joe Biden ; Antitrust regulation will change under Biden, but don’t expect revolution. ; A More Subdued Orientation on Capitol Hill as Newest Members of Congress Arrive",2020-11-13,2614,2614,136.1666717529297,137.50999450683594,133.8866729736328,136.9499969482422,59313300
1842,"Speaking on the economy, Biden says ‘we can deliver immediate relief’ and calls on Congress to act quickly.",2020-11-16,2615,2615,136.02999877929688,137.48333740234375,134.69667053222656,136.30999755859375,80515800
1843,"Biden to Name Campaign Manager, Congressional Ally and Close Friend to Key Staff Jobs ; If Mark Zuckerberg repeats himself, don’t be surprised. ; How Twitter and Facebook plan to handle Trump’s accounts when he leaves office. ; Lawmakers drill down on how Facebook and Twitter moderate content. ; Senate Republicans take aim at Facebook and Twitter executives for sharing of election content. ; Businesses With a Give-Back Mission Caught in Facebook Ad Ban ; Facebook Executed ‘Largest Election Integrity Effort,’ Zuckerberg Says",2020-11-17,2616,2616,147.20333862304688,154.0,144.336669921875,153.38999938964844,183564900
1844,"As Grassley Tests Positive, Virus Threatens to Stall Work in Congress ; A mini-outbreak on Capitol Hill threatens to disrupt the business of Congress. ; Senators take aim at Mark Zuckerberg and Jack Dorsey. ; Trump fires a cybersecurity official who called the election ‘the most secure in American history.’ ; 5 Art Accounts to Follow on Instagram Now ; Trump Fires Again, This Time a Cybersecurity Official",2020-11-18,2617,2617,162.2133331298828,165.3333282470703,147.8333282470703,149.4499969482422,234132000
1845,"‘Sound of Metal’ Review: When the Music Stops, the Healing Begins",2020-11-19,2618,2618,166.42333984375,169.5366668701172,162.52333068847656,164.0,187425900
1846,Senator Rick Scott of Florida is the latest member of Congress to test positive. ; Congress Seeks Answers on Alaskan Mine Project ; Republicans in Congress Stay Largely in Line Behind Trump,2020-11-20,2619,2619,163.20333862304688,167.5,163.02000427246094,165.99667358398438,98735700
1847,The head of the G.S.A. spurns a request from Congress to be briefed on the transition.,2020-11-23,2620,2620,173.9499969482422,175.3333282470703,167.26333618164062,167.8333282470703,150780900
1848,Facebook Struggles to Balance Civility and Growth ; What Facebook Fed the Baby Boomers,2020-11-24,2621,2621,185.1266632080078,186.663330078125,175.39999389648438,180.13333129882812,160945500
1849,"Congress Pays $850,000 to Muslim Aides Targeted in Inquiry Stoked by Trump",2020-11-25,2622,2622,191.3333282470703,191.3333282470703,181.7899932861328,183.35333251953125,146790600
1850,"There’s Another Runoff in Georgia, and the Winner Gets a Month in Congress",2020-11-30,2624,2624,189.1999969482422,202.60000610351562,184.836669921875,200.73666381835938,189009300
1851,"As uncertainty grows, Congress kick-starts stimulus talks. ; Why WhatsApp Matters",2020-12-01,2625,2625,194.9199981689453,199.28334045410156,190.68333435058594,199.19667053222656,120310500
1852,"5 Art Accounts to Follow on Instagram Now ; Humans Can Help Clean Up Facebook and Twitter ; Congress Will Press Ahead on Military Bill, Defying Trump’s Veto Threat",2020-12-02,2626,2626,189.60667419433594,190.51333618164062,180.40333557128906,185.47999572753906,143327100
1853,"Facebook says it will remove coronavirus vaccine misinformation. ; Justice Dept. Suit Says Facebook Discriminates Against U.S. Workers ; Vaccines, Facebook, Warner Bros.: Your Thursday Evening Briefing",2020-12-03,2627,2627,197.7933349609375,199.6566619873047,194.14332580566406,196.67333984375,127656000
1854,President-elect who? Congressional Republicans dare not say his name. ; What Hearing Loss Feels Like in ‘Sound of Metal’,2020-12-04,2628,2628,199.67999267578125,199.67999267578125,195.1666717529297,197.00332641601562,88203900
1855,"FireEye, a Top Cybersecurity Firm, Says It Was Hacked by a Nation-State",2020-12-08,2630,2630,216.6266632080078,217.0933380126953,206.1666717529297,208.50332641601562,192795000
1856,"U.S. and States Say Facebook Illegally Crushed Competition ; N.Y. Attorney General Asks Courts to Take Action Against Facebook ; Facebook, Pfizer, Pantone: Your Wednesday Evening Briefing",2020-12-09,2631,2631,201.4933319091797,218.10667419433594,196.0,217.89666748046875,213873600
1857,"Biden Asks Congress to Grant Waiver for ‘Cool Under Fire’ Defense Pick ; Merkel, Facebook, Ethiopia: Your Thursday Briefing ; ‘It’s Hard to Prove’: Why Antitrust Suits Against Facebook Face Hurdles ; Antitrust Suits and a Hail Mary ; Who Wants to Undo Facebook? ; What’s in Our Queue? ‘Sound of Metal’ ; When it Comes to Facebook, the Need for Action Has Been Obvious for a Long Time ; The Facebook Lawsuits Explained ; The Trustbusters Come for Facebook. Finally.",2020-12-10,2632,2632,209.02333068847656,209.25,188.77999877929688,191.4566650390625,201249600
1858,"News Quiz: Facebook, Universal, Chuck Yeager ; Congress, Paralyzed on a Stimulus Deal, Gives Itself Another Week to Strike One",2020-12-11,2633,2633,203.3300018310547,208.0,198.93333435058594,205.00332641601562,139425000
1859,Can Congress Overturn the Electoral College Results? Probably Not,2020-12-14,2634,2634,213.27667236328125,214.25,203.39999389648438,206.3333282470703,156121800
1860,"Scope of Russian Hacking Becomes Clear: Multiple U.S. Agencies Were Hit ; A Desert Home Filled With Instagrammable Moments ; An Instagram-Friendly Renovation, Complete With Disco Ball ; No Labels, Planning Centrist Push in New Congress, Taps Larry Hogan ; How Biden Can Move His Economic Agenda Without Congress ; What Is José Mourinho Telling Us on Instagram? ; Facebook lifts ban on political ads for Georgia runoff elections. ; Could Congress overturn Biden’s Electoral College win? Possibly. Will it? No.",2020-12-15,2635,2635,211.0833282470703,215.63333129882812,207.93333435058594,214.42666625976562,135214500
1861,"Leaders in Congress Meet in Search of Spending and Stimulus Deals ; 5 Art Accounts to Follow on Instagram Now ; McConnell tells Republicans that Georgia’s senators were ‘getting hammered’ for Congress’s failure to act. ; Congress will make far fewer tickets available for Biden’s inaugural to guard against the spread of the virus. ; Fired Cybersecurity Chief Condemns Threats Against Election Workers ; Facebook Takes the Gloves Off in Feud With Apple ; Pelosi backs Haaland for interior secretary, calling her ‘one of the best’ members of Congress. ; Staring Down Deadline, Congress Nears $900 Billion Stimulus Deal",2020-12-16,2636,2636,207.58999633789062,210.8333282470703,201.6666717529297,209.41000366210938,126287400
1862,Facebook reverses postelection algorithm changes that boosted news from authoritative sources. ; Should Facebook Be Broken Up? ; Google’s Legal Peril Grows in Face of Third Antitrust Suit ; More Hacking Attacks Found as Officials Warn of ‘Grave Risk’ to U.S. Government ; Congress May Finally Give Americans More Money ; Biden Faces Challenge as Congress Drops State Aid to Secure Stimulus,2020-12-17,2637,2637,218.63333129882812,219.60667419433594,206.5,209.39666748046875,168810300
1863,"Bill That Trump Is Vowing to Veto Strengthens Hacking Defenses, Lawmakers Say ; Pelosi receives the vaccine, to be followed by other members of Congress and Supreme Court justices. ; QAnon is still spreading on Facebook, despite a ban. ; Facebook’s Tone-Deaf Attack on Apple",2020-12-18,2638,2638,231.6666717529297,231.6666717529297,209.51333618164062,222.96665954589844,666378600
1864,"Surprise Medical Bills Cost Americans Millions. Congress Finally Banned Most of Them. ; After striking a stimulus deal, Congress faces yet another midnight deadline to approve it. ; A former big tech insider is helping with antitrust cases against the companies. ; Pandemic Aid Bolsters Biden and Shows Potential Path for His Agenda in Congress ; Congress Approves New Museums Honoring Women and Latinos ; Google Denies Antitrust Claims in Early Response to U.S. Lawsuit",2020-12-21,2639,2639,216.6199951171875,222.8333282470703,215.35667419433594,222.0800018310547,174135900
1865,Congress Passes Huge Coronavirus Relief Bill ; Treasury Department’s Senior Leaders Were Targeted by Hacking ; Congress passes a $900 billion pandemic relief bill. ; Congress included climate change legislation in its coronavirus relief deal. ; The stimulus negotiation shows how Biden can move his agenda forward in Congress.,2020-12-22,2640,2640,213.44667053222656,216.6266632080078,204.7433319091797,216.0,155148000
1866,"Biden Assails Trump Over Handling of Russia Hacking ; Actors and Writers and Now, Congressional Lobbyists ; Trump Vetoes Military Spending Bill, Setting Up a Congressional Showdown",2020-12-23,2641,2641,215.32666015625,217.1666717529297,207.52333068847656,210.73333740234375,99519000
1867,"With Hacking, the United States Needs to Stop Playing the Victim ; ‘Soul’ Review: Pixar’s New Feature Gets Musical, and Metaphysical ; On Working With Congress, Biden Predicts Success Where Predecessors Failed",2020-12-24,2642,2642,220.58999633789062,222.02999877929688,213.6666717529297,214.3300018310547,68596800
1868,How Parade Underwear Took Over Instagram,2020-12-28,2643,2643,221.22999572753906,227.13333129882812,220.26666259765625,224.836669921875,96835800
1869,FarmVille Once Took Over Facebook. Now Everything Is FarmVille.,2020-12-31,2646,2646,235.22332763671875,239.57333374023438,230.3733367919922,233.3300018310547,148949700
1870,Republicans Begin New Congress Feuding Over Bid to Overturn Election ; Why Congress Should Impeach Trump Again ; More than 170 business executives urge Congress to certify Biden’s win.,2021-01-04,2647,2647,243.2566680908203,248.163330078125,239.06333923339844,239.82000732421875,145914600
1871,"Trump Says Pence Can Overturn His Loss in Congress. That’s Not How It Works. ; Hacking ‘Likely’ Came From Russia, U.S. Says in Belated Statement ; W.H.O. Makes Vaccine Timetable Recommendations ; California Election Results: 46th Congressional District ; Hawaii Election Results: Second Congressional District ; California Election Results: 38th Congressional District ; Arkansas Election Results: Second Congressional District ; Florida Election Results: Ninth Congressional District ; California Election Results: Fifth Congressional District ; California Election Results: 16th Congressional District ; Arizona Election Results: Sixth Congressional District ; Florida Election Results: 27th Congressional District ; California Election Results: 21st Congressional District ; Illinois Election Results: Fifth Congressional District ; Indiana Election Results: Fifth Congressional District ; Colorado Election Results: Fifth Congressional District ; Arizona Election Results: Eighth Congressional District ; New Jersey Election Results: First Congressional District ; Florida Election Results: Eighth Congressional District ; Michigan Election Results: Third Congressional District ; California Election Results: 41st Congressional District ; New York Election Results: 16th Congressional District ; Florida Election Results: First Congressional District ; California Election Results: 15th Congressional District ; New Mexico Election Results: Third Congressional District ; Massachusetts Election Results: Eighth Congressional District ; Kentucky Election Results: Sixth Congressional District ; North Carolina Election Results: 12th Congressional District ; New Jersey Election Results: Sixth Congressional District ; Colorado Election Results: Sixth Congressional District ; Florida Election Results: Sixth Congressional District ; Massachusetts Election Results: Seventh Congressional District ; Minnesota Election Results: Second Congressional District ; Maryland Election Results: Seventh Congressional District ; California Election Results: 24th Congressional District ; California Election Results: Third Congressional District ; New Mexico Election Results: Second Congressional District ; Georgia Election Results: Eighth Congressional District ; California Election Results: 45th Congressional District ; New York Election Results: Fifth Congressional District ; New York Election Results: Seventh Congressional District ; Pennsylvania Election Results: Ninth Congressional District ; New Jersey Election Results: 12th Congressional District ; New Jersey Election Results: Ninth Congressional District ; Michigan Election Results: Fifth Congressional District ; Alabama Election Results: First Congressional District ; Illinois Election Results: First Congressional District ; Maryland Election Results: Sixth Congressional District ; California Election Results: 40th Congressional District ; California Election Results: 17th Congressional District ; Arizona Election Results: First Congressional District ; California Election Results: 10th Congressional District ; Minnesota Election Results: Sixth Congressional District ; Illinois Election Results: 18th Congressional District ; Nevada Election Results: Second Congressional District ; Maryland Election Results: Third Congressional District ; Florida Election Results: 23rd Congressional District ; Michigan Election Results: Eighth Congressional District ; Georgia Election Results: Ninth Congressional District ; New York Election Results: First Congressional District ; California Election Results: 29th Congressional District ; Florida Election Results: 10th Congressional District ; California Election Results: First Congressional District ; New York Election Results: Fourth Congressional District ; Ohio Election Results: First Congressional District ; North Dakota Election Results: At-Large Congressional District ; Arizona Election Results: Ninth Congressional District ; Pennsylvania Election Results: Eighth Congressional District ; Michigan Election Results: 10th Congressional District ; North Carolina Election Results: Second Congressional District ; Hawaii Election Results: First Congressional District ; Colorado Election Results: First Congressional District ; New Hampshire Election Results: Second Congressional District ; Illinois Election Results: 11th Congressional District ; Florida Election Results: 24th Congressional District ; Michigan Election Results: 14th Congressional District ; Georgia Election Results: 14th Congressional District ; Ohio Election Results: 13th Congressional District ; Kentucky Election Results: First Congressional District ; California Election Results: 26th Congressional District ; Louisiana Election Results: Second Congressional District ; New Mexico Election Results: First Congressional District ; Connecticut Election Results: First Congressional District ; North Carolina Election Results: Fifth Congressional District ; New York Election Results: 10th Congressional District ; Georgia Election Results: 12th Congressional District ; New Hampshire Election Results: First Congressional District ; Florida Election Results: 15th Congressional District ; California Election Results: 50th Congressional District ; New York Election Results: 25th Congressional District ; Louisiana Election Results: Sixth Congressional District ; Nevada Election Results: Third Congressional District ; California Election Results: 11th Congressional District ; Arizona Election Results: Third Congressional District ; Illinois Election Results: Sixth Congressional District ; Texas Election Results: 11th Congressional District ; North Carolina Election Results: Third Congressional District ; Kentucky Election Results: Second Congressional District ; Michigan Election Results: Ninth Congressional District ; Florida Election Results: Fifth Congressional District ; North Carolina Election Results: Ninth Congressional District ; Massachusetts Election Results: Sixth Congressional District ; Minnesota Election Results: Eighth Congressional District ; North Carolina Election Results: Seventh Congressional District ; New York Election Results: Eighth Congressional District ; California Election Results: 25th Congressional District ; Nevada Election Results: First Congressional District ; Florida Election Results: 17th Congressional District ; Indiana Election Results: Sixth Congressional District ; Mississippi Election Results: Third Congressional District ; Montana Election Results: At-Large Congressional District ; Illinois Election Results: Fourth Congressional District ; California Election Results: 39th Congressional District ; Colorado Election Results: Second Congressional District ; New Jersey Election Results: 11th Congressional District ; Kansas Election Results: First Congressional District ; Massachusetts Election Results: Second Congressional District ; Oregon Election Results: First Congressional District ; Ohio Election Results: Second Congressional District ; Indiana Election Results: First Congressional District ; Georgia Election Results: 11th Congressional District ; Pennsylvania Election Results: 11th Congressional District ; Kansas Election Results: Second Congressional District ; Pennsylvania Election Results: 17th Congressional District ; Tennessee Election Results: First Congressional District ; Massachusetts Election Results: Fifth Congressional District ; Kansas Election Results: Third Congressional District ; Illinois Election Results: Third Congressional District ; Tennessee Election Results: Ninth Congressional District ; Texas Election Results: 30th Congressional District ; Texas Election Results: 10th Congressional District ; New York Election Results: Ninth Congressional District ; Texas Election Results: 18th Congressional District ; Pennsylvania Election Results: 16th Congressional District ; Pennsylvania Election Results: 18th Congressional District ; California Election Results: Seventh Congressional District ; Wisconsin Election Results: Eighth Congressional District ; Texas Election Results: Sixth Congressional District ; Virginia Election Results: Fifth Congressional District ; Pennsylvania Election Results: 12th Congressional District ; California Election Results: 42nd Congressional District ; Virginia Election Results: 10th Congressional District ; Virginia Election Results: Second Congressional District ; Texas Election Results: 26th Congressional District ; Texas Election Results: Third Congressional District ; South Carolina Election Results: Sixth Congressional District ; Washington Election Results: Fourth Congressional District ; New York Election Results: 26th Congressional District ; Virginia Election Results: Ninth Congressional District ; Indiana Election Results: Eighth Congressional District ; New York Election Results: Third Congressional District ; Ohio Election Results: 11th Congressional District ; Ohio Election Results: Sixth Congressional District ; Louisiana Election Results: Fifth Congressional District ; Illinois Election Results: Seventh Congressional District ; New York Election Results: 13th Congressional District ; Utah Election Results: Second Congressional District ; Delaware Election Results: At-Large Congressional District ; Alaska Election Results: At-Large Congressional District ; Michigan Election Results: 11th Congressional District ; Texas Election Results: 23rd Congressional District ; Texas Election Results: 20th Congressional District ; Wisconsin Election Results: Fourth Congressional District ; New York Election Results: 18th Congressional District ; Missouri Election Results: Fourth Congressional District ; Texas Election Results: 17th Congressional District ; Illinois Election Results: 15th Congressional District ; Michigan Election Results: Fourth Congressional District ; New Jersey Election Results: 10th Congressional District ; Wisconsin Election Results: Fifth Congressional District ; Tennessee Election Results: Second Congressional District ; Virginia Election Results: 11th Congressional District ; South Carolina Election Results: First Congressional District ; Texas Election Results: 13th Congressional District ; South Carolina Election Results: Fifth Congressional District ; Utah Election Results: First Congressional District ; Texas Election Results: 33rd Congressional District ; Texas Election Results: 22nd Congressional District ; California Election Results: 49th Congressional District ; Tennessee Election Results: Eighth Congressional District ; Missouri Election Results: Second Congressional District ; Texas Election Results: Fifth Congressional District ; Texas Election Results: Seventh Congressional District ; California Election Results: 52nd Congressional District ; Texas Election Results: 25th Congressional District ; Maryland Election Results: Fifth Congressional District ; North Carolina Election Results: 11th Congressional District ; Illinois Election Results: 14th Congressional District ; California Election Results: 31st Congressional District ; Alabama Election Results: Second Congressional District ; California Election Results: Sixth Congressional District ; Pennsylvania Election Results: Second Congressional District ; South Carolina Election Results: Seventh Congressional District ; Pennsylvania Election Results: First Congressional District ; Washington Election Results: Sixth Congressional District ; Texas Election Results: First Congressional District ; Oregon Election Results: Fifth Congressional District ; Wisconsin Election Results: Seventh Congressional District ; Texas Election Results: 34th Congressional District ; Ohio Election Results: 14th Congressional District ; Texas Election Results: Second Congressional District ; Texas Election Results: 21st Congressional District ; South Carolina Election Results: Fourth Congressional District ; Texas Election Results: Ninth Congressional District ; Washington Election Results: Ninth Congressional District ; Texas Election Results: 15th Congressional District ; California Election Results: 19th Congressional District ; Rhode Island Election Results: Second Congressional District ; Maryland Election Results: Second Congressional District ; California Election Results: 13th Congressional District ; Florida Election Results: 22nd Congressional District ; Minnesota Election Results: First Congressional District ; Indiana Election Results: Fourth Congressional District ; North Carolina Election Results: First Congressional District ; Pennsylvania Election Results: Seventh Congressional District ; New Jersey Election Results: Fifth Congressional District ; Georgia Election Results: Fourth Congressional District ; California Election Results: 30th Congressional District ; Colorado Election Results: Seventh Congressional District ; Florida Election Results: Fourth Congressional District ; Michigan Election Results: Second Congressional District ; Iowa Election Results: Fourth Congressional District ; Illinois Election Results: 16th Congressional District ; Arkansas Election Results: Fourth Congressional District ; California Election Results: 20th Congressional District ; New York Election Results: 27th Congressional District ; New Jersey Election Results: Seventh Congressional District ; New York Election Results: 22nd Congressional District ; Nebraska Election Results: Second Congressional District ; Missouri Election Results: Third Congressional District ; Minnesota Election Results: Fourth Congressional District ; North Carolina Election Results: 13th Congressional District ; Colorado Election Results: Fourth Congressional District ; Missouri Election Results: Sixth Congressional District ; Louisiana Election Results: Third Congressional District ; Iowa Election Results: Third Congressional District ; Arizona Election Results: Fifth Congressional District ; New Jersey Election Results: Second Congressional District ; Kentucky Election Results: Third Congressional District ; California Election Results: 27th Congressional District ; New York Election Results: 24th Congressional District ; Nevada Election Results: Fourth Congressional District ; Florida Election Results: Seventh Congressional District ; Florida Election Results: 19th Congressional District ; Florida Election Results: 20th Congressional District ; California Election Results: 44th Congressional District ; Florida Election Results: 12th Congressional District ; Missouri Election Results: Seventh Congressional District ; Illinois Election Results: 10th Congressional District ; North Carolina Election Results: Fourth Congressional District ; Kentucky Election Results: Fifth Congressional District ; Illinois Election Results: 13th Congressional District ; Indiana Election Results: Seventh Congressional District ; Nebraska Election Results: Third Congressional District ; Connecticut Election Results: Second Congressional District ; Louisiana Election Results: Fourth Congressional District ; Arizona Election Results: Second Congressional District ; California Election Results: 37th Congressional District ; Pennsylvania Election Results: 13th Congressional District ; California Election Results: 23rd Congressional District ; Maryland Election Results: Eighth Congressional District ; New York Election Results: 12th Congressional District ; Florida Election Results: 11th Congressional District ; Kentucky Election Results: Fourth Congressional District ; Indiana Election Results: Third Congressional District ; Georgia Election Results: 10th Congressional District ; Ohio Election Results: Fifth Congressional District ; North Carolina Election Results: Eighth Congressional District ; Georgia Election Results: 13th Congressional District ; Ohio Election Results: Eighth Congressional District ; Ohio Election Results: Ninth Congressional District ; South Carolina Election Results: Second Congressional District ; Oklahoma Election Results: Fourth Congressional District ; West Virginia Election Results: First Congressional District ; Utah Election Results: Fourth Congressional District ; New York Election Results: 21st Congressional District ; Washington Election Results: Fifth Congressional District ; Wyoming Election Results: At-Large Congressional District ; Tennessee Election Results: Sixth Congressional District ; Virginia Election Results: Fourth Congressional District ; Pennsylvania Election Results: 10th Congressional District ; Vermont Election Results: At-Large Congressional District ; Texas Election Results: 31st Congressional District ; Virginia Election Results: Sixth Congressional District ; Wisconsin Election Results: Sixth Congressional District ; Washington Election Results: Third Congressional District ; Washington Election Results: Eighth Congressional District ; Texas Election Results: 27th Congressional District ; Utah Election Results: Third Congressional District ; Wisconsin Election Results: First Congressional District ; Texas Election Results: 19th Congressional District ; North Carolina Election Results: 10th Congressional District ; Arkansas Election Results: Third Congressional District ; California Election Results: 14th Congressional District ; Florida Election Results: 13th Congressional District ; Minnesota Election Results: Fifth Congressional District ; California Election Results: 22nd Congressional District ; Alabama Election Results: Third Congressional District ; Florida Election Results: 21st Congressional District ; Kansas Election Results: Fourth Congressional District ; Ohio Election Results: Fourth Congressional District ; California Election Results: 43rd Congressional District ; Pennsylvania Election Results: Fourth Congressional District ; Connecticut Election Results: Fifth Congressional District ; Illinois Election Results: Second Congressional District ; California Election Results: Second Congressional District ; Florida Election Results: 26th Congressional District ; Minnesota Election Results: Third Congressional District ; Nebraska Election Results: First Congressional District ; Missouri Election Results: First Congressional District ; Pennsylvania Election Results: Sixth Congressional District ; Georgia Election Results: Fifth Congressional District ; Michigan Election Results: First Congressional District ; California Election Results: 12th Congressional District ; Illinois Election Results: Eighth Congressional District ; Connecticut Election Results: Third Congressional District ; California Election Results: 34th Congressional District ; California Election Results: 32nd Congressional District ; California Election Results: 51st Congressional District ; California Election Results: 36th Congressional District ; New York Election Results: 11th Congressional District ; New York Election Results: 23rd Congressional District ; Louisiana Election Results: First Congressional District ; Massachusetts Election Results: Fourth Congressional District ; California Election Results: 47th Congressional District ; Ohio Election Results: 10th Congressional District ; Maryland Election Results: First Congressional District ; Ohio Election Results: 15th Congressional District ; Michigan Election Results: Sixth Congressional District ; California Election Results: 28th Congressional District ; Iowa Election Results: Second Congressional District ; New York Election Results: 15th Congressional District ; Florida Election Results: Third Congressional District ; Missouri Election Results: Fifth Congressional District ; Florida Election Results: 14th Congressional District ; California Election Results: 53rd Congressional District ; Georgia Election Results: First Congressional District ; Mississippi Election Results: First Congressional District ; North Carolina Election Results: Sixth Congressional District ; Michigan Election Results: 12th Congressional District ; New York Election Results: 20th Congressional District ; New York Election Results: Sixth Congressional District ; Michigan Election Results: 13th Congressional District ; Colorado Election Results: Third Congressional District ; New York Election Results: 17th Congressional District ; Oklahoma Election Results: First Congressional District ; New Jersey Election Results: Fourth Congressional District ; Pennsylvania Election Results: Third Congressional District ; Oklahoma Election Results: Third Congressional District ; Florida Election Results: 16th Congressional District ; Maine Election Results: Second Congressional District ; Oklahoma Election Results: Second Congressional District ; New York Election Results: 19th Congressional District ; Indiana Election Results: Second Congressional District ; Missouri Election Results: Eighth Congressional District ; California Election Results: 48th Congressional District ; Illinois Election Results: 12th Congressional District ; Georgia Election Results: Second Congressional District ; Maryland Election Results: Fourth Congressional District ; Illinois Election Results: Ninth Congressional District ; Illinois Election Results: 17th Congressional District ; Ohio Election Results: Third Congressional District ; New York Election Results: 14th Congressional District ; Mississippi Election Results: Second Congressional District ; Arizona Election Results: Fourth Congressional District ; Massachusetts Election Results: Ninth Congressional District ; California Election Results: 33rd Congressional District ; Georgia Election Results: Seventh Congressional District ; Florida Election Results: 18th Congressional District ; Ohio Election Results: 12th Congressional District ; Iowa Election Results: First Congressional District ; Georgia Election Results: Third Congressional District ; Indiana Election Results: Ninth Congressional District ; Georgia Election Results: Sixth Congressional District ; California Election Results: Ninth Congressional District ; Ohio Election Results: Seventh Congressional District ; Michigan Election Results: Seventh Congressional District ; New Jersey Election Results: Third Congressional District ; California Election Results: Fourth Congressional District ; Virginia Election Results: Seventh Congressional District ; California Election Results: 35th Congressional District ; Rhode Island Election Results: First Congressional District ; Idaho Election Results: Second Congressional District ; Texas Election Results: 16th Congressional District ; Washington Election Results: Seventh Congressional District ; Texas Election Results: 32nd Congressional District ; Pennsylvania Election Results: 14th Congressional District ; South Dakota Election Results: At-Large Congressional District ; Oklahoma Election Results: Fifth Congressional District ; Arizona Election Results: Seventh Congressional District ; Washington Election Results: Second Congressional District ; Tennessee Election Results: Seventh Congressional District ; Wisconsin Election Results: Second Congressional District ; Pennsylvania Election Results: 15th Congressional District ; South Carolina Election Results: Third Congressional District ; California Election Results: Eighth Congressional District ; California Election Results: 18th Congressional District ; Connecticut Election Results: Fourth Congressional District ; Alabama Election Results: Fourth Congressional District ; New Jersey Election Results: Eighth Congressional District ; Texas Election Results: 28th Congressional District ; Minnesota Election Results: Seventh Congressional District ; New York Election Results: Second Congressional District ; Maine Election Results: First Congressional District ; Idaho Election Results: First Congressional District ; Ohio Election Results: 16th Congressional District ; Oregon Election Results: Third Congressional District ; Tennessee Election Results: Third Congressional District ; Pennsylvania Election Results: Fifth Congressional District ; Oregon Election Results: Second Congressional District ; Texas Election Results: 36th Congressional District ; Oregon Election Results: Fourth Congressional District ; Washington Election Results: First Congressional District ; Texas Election Results: 12th Congressional District ; West Virginia Election Results: Second Congressional District ; Texas Election Results: Fourth Congressional District ; Texas Election Results: 35th Congressional District ; Texas Election Results: 14th Congressional District ; West Virginia Election Results: Third Congressional District ; Tennessee Election Results: Fourth Congressional District ; Virginia Election Results: Third Congressional District ; Texas Election Results: Eighth Congressional District ; Virginia Election Results: First Congressional District ; Washington Election Results: 10th Congressional District ; Wisconsin Election Results: Third Congressional District ; Virginia Election Results: Eighth Congressional District ; Texas Election Results: 24th Congressional District ; Texas Election Results: 29th Congressional District ; What to Expect When Congress Meets to Certify Biden’s Victory",2021-01-05,2648,2648,245.0366668701172,246.94667053222656,239.73333740234375,241.22000122070312,96735600
